family_label,variation,variation_keys,category,year,name,source_formula,symbol,semantic,canonical_parameter,kept,reason
Nearest Neighbor Search,,(general),quantum,2022.0,Quantum version of the k-NN classifier based on a quantum sorting a...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2022.0,Quantum K-nearest neighbors classification algorithm based on Mahal...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2022.0,Quantum version of the k-NN classifier based on a quantum sorting a...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2023.0,An Enhanced Quantum K-Nearest Neighbor Classification Algorithm Bas...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2023.0,An Enhanced Quantum K-Nearest Neighbor Classification Algorithm Bas...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2024.0,Quantum Approximate k-Minimum Finding,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2024.0,A quantum k-nearest neighbors algorithm based on the Euclidean dist...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2024.0,Quantum Approximate k-Minimum Finding,O~(sqrt(n*k)),,,elements in the input,False,"also depends on 'k' (number minimum elements be found), which has no worst-case bound in terms of elements in the input"
Nearest Neighbor Search,,(general),quantum,2024.0,A quantum k-nearest neighbors algorithm based on the Euclidean dist...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2025.0,Efficient Quantum Approximate kNN Algorithm via Granular-Ball Compu...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,,(general),quantum,2025.0,Efficient Quantum Approximate kNN Algorithm via Granular-Ball Compu...,,,,elements in the input,False,formula not usable: no formula recorded
Nearest Neighbor Search,Nearest Neighbor Search (NNS),(general),serial,1940.0,Linear search,$O(n)$,,,elements in the input,False,year missing or outside 1950-2026
Nearest Neighbor Search,Nearest Neighbor Search (NNS),(general),serial,1975.0,k-d Tree,"k-d Tree construction: $O(n \log n)$
NNS: $O(n)$",n,elements,elements in the input,True,kept
Nearest Neighbor Search,Nearest Neighbor Search (NNS),(general),serial,1984.0,R-tree,"R-Tree construction: $O(n \log n)$
NNS: $O(n)$",n,elements,elements in the input,True,kept
Nearest Neighbor Search,k-ANNS,k-anns,serial,2018.0,Hierarchical Navigable Small World (HNSW),$O(n \log n)$,,,elements in the input,False,"approximation algorithm, not comparable to an exact runtime"
Nfa to DFA Conversion,,(general),serial,1959.0,Rabin–Scott powerset construction,$O(2^n)$,n,states,states,True,kept
Occupancy Grid Mapping,Occupancy Grid Mapping,(general),serial,2004.0,Maximum a Posteriori Occupancy Mapping,$O(n^3)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
One-way Hash Functions,Unkeyed Hash Functions,unkeyed hash functions,serial,1991.0,MD5,$O(n)$,n,string_length,input string length,True,kept
One-way Hash Functions,Unkeyed Hash Functions,unkeyed hash functions,serial,1993.0,SHA-1,$O(n)$,n,string_length,input string length,True,kept
One-way Hash Functions,Unkeyed Hash Functions,unkeyed hash functions,serial,1996.0,RIPEMD-160,$O(n)$,n,string_length,input string length,True,kept
One-way Hash Functions,Unkeyed Hash Functions,unkeyed hash functions,serial,1999.0,bcrypt,$O(n)$,n,string_length,input string length,True,kept
One-way Hash Functions,Unkeyed Hash Functions,unkeyed hash functions,serial,2001.0,SHA-2,$O(n)$,n,string_length,input string length,True,kept
One-way Hash Functions,Keyed Hash Functions,keyed hash functions,serial,2004.0,Whirlpool,$O(n)$,n,string_length,input string length,True,kept
One-way Hash Functions,Optional Key?,optional key?,serial,2012.0,BLAKE2,$O(n)$,n,string_length,input string length,True,kept
One-way Hash Functions,Unkeyed Hash Functions,unkeyed hash functions,serial,2015.0,SHA-3,$O(n)$,n,string_length,input string length,True,kept
Optimal Binary Search Trees,OBST,obst,parallel,1994.0,"Karpinski, Rytter",$O(n^(2+2eps))$,,,elements in the input,False,"also depends on 'p' (processors), 's' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Optimal Binary Search Trees,OBST,obst,parallel,2008.0,"Kechid, Myoupo",$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,OBST,obst,parallel,2014.0,"Myoupo, Tchendji",$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,OBST,obst,parallel,2016.0,"Tchendji, Myoupo, Dequen (1)",$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,OBST,obst,parallel,2016.0,"Tchendji, Myoupo, Dequen (2)",$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,OBST,obst,parallel,2019.0,"Tchendji, Zeutouo",$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,OBST,obst,parallel,2022.0,"Zeutouo, Tchendji, Myoupo",$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,Huffman Encoding,huffman encoding,quantum,2013.0,Quantum-inspired Huffman Coding,O(n(log n)^2),,,elements in the input,False,"measured in number symbols, but this family is compared in elements in the input"
Optimal Binary Search Trees,Huffman Encoding,huffman encoding,quantum,2018.0,A quantum analog of Huffman coding,O(N^2 * (logN) ^ a),,,elements in the input,False,cannot tell what a means (no definition given and the family is inconsistent)
Optimal Binary Search Trees,OBST,obst,serial,1940.0,Naive algorithm,$O(4^n/n^{3/2})$,,,elements in the input,False,year missing or outside 1950-2026
Optimal Binary Search Trees,OBST,obst,serial,1959.0,"DP algorithm (Gilbert, Moore)",$O(n^3)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,Alphabetic Tree Problem,alphabetic tree problem,serial,1971.0,Hu–Tucker algorithm,$O(n \log n)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,OBST,obst,serial,1971.0,Knuth's DP algorithm,$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,Approximate OBST,approximate obst,serial,1975.0,Melhorn's Approximation algorithm,$O(n)$,,,elements in the input,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Binary Search Trees,Alphabetic Tree Problem,alphabetic tree problem,serial,1977.0,Garsia–Wachs algorithm,$O(n \log n)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,OBST,obst,serial,1982.0,Yao,$O(n^2)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,Approximate OBST,approximate obst,serial,1987.0,Larmore,$O(n^{1.6})$,,,elements in the input,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Binary Search Trees,Approximate OBST,approximate obst,serial,1989.0,Levcopoulos; Lingas; Sack,$O(n)$,,,elements in the input,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Binary Search Trees,Alphabetic Tree Problem,alphabetic tree problem,serial,1993.0,Klawe; Mumey,$O(n)$,n,elements,elements in the input,True,kept
Optimal Binary Search Trees,Approximate OBST,approximate obst,serial,1993.0,de Prisco,$O(n)$,,,elements in the input,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),parallel,2009.0,"parallel policy iteration - Zhang, Sun, Xu (1)","$O(S^3+ AS^2) computation, O(pS^2) communication$",,,states,False,formula not usable: nested asymptotic notation has no determinate value
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),parallel,2009.0,"parallel value iteration - Zhang, Sun, Xu (2)","$O(AS^2) computation, O(pS) communication$",,,states,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),parallel,2016.0,"Chafik, Daoui",$O((S^3A^2)/(1-\gamma))$,,,states,False,"measured in discount factor, elements in the input, but this family is compared in states"
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),parallel,2021.0,"Liu, Zhou, Kalathil, Kumar, Tian",$O((S^3+AS)*(1/(1-\gamma))^5*(1/(\epsilon))*\log(1/\epsilon))$,,,states,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),parallel,2022.0,"Primal-Dual Stochastic Mirror Descent - Tiapkin, Gasnikov",$O((t_mix^2*S^2*A*\log(1/\\delta))/(\epsilon^2))$,,,states,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),parallel,2022.0,"Nachaoui, Chafik, Daoui",$O(AS^2) per iteration$,,,states,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),parallel,2022.0,"Anchor-changing Regularized Natural Policy Gradient (ARNPG) framework - Zhou, Liu, Kalathil, Kumar, Tian",$O((S^3+AS)*(1/(1-\gamma))^5*(1/(\epsilon))*\log(1/\epsilon))$,,,states,False,"approximation algorithm, not comparable to an exact runtime"
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),serial,1957.0,Bellman Value Iteration (VI),$O(2^n)$,n,states,states,True,kept
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),serial,1960.0,Howard Policy Iteration (PI),$O(n^3)$,n,states,states,True,kept
Optimal Policies for Mdps,Optimal Policies for MDPs,(general),serial,1974.0,Puterman Modified Policy Iteration (MPI),$O(n^3)$,n,states,states,True,kept
Page Replacements,Offline,offline,serial,1940.0,The theoretically optimal page replacement algorithm,$O(n^2)$,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,1940.0,Not recently used,$O(nk)$?,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,1940.0,"First-in, first-out",$O(nk)$?,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,1940.0,Second-chance,$O(nk)$?,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,1940.0,Clock,$O(nk)$?,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,1940.0,Least recently used,$O(nk)$?,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,1940.0,Random,$O(n)$,,,an undefined parameter,False,does not solve the problem exactly
Page Replacements,Online,online,serial,1940.0,Not frequently used (NFU),$O(nk)$?,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,1940.0,Aging,$O(nk)$?,,,an undefined parameter,False,year missing or outside 1950-2026
Page Replacements,Online,online,serial,2017.0,Longest distance first (LDF) page replacement algorithm,$O(nk)$?,,,an undefined parameter,False,family has no usable input-size parameter
Point-in-polygon,Point-in-Polygon,(general),parallel,1993.0,"Chen, Davis, Kruskal",$O(n \log n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),parallel,2015.0,Puri,$O(n \log n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1962.0,Ray casting algorithm Shimrat; M,$O(n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1967.0,Nordbeck and Rystedt (Grid Method),$O(n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1967.0,Nordbeck and Rystedt (Sum of area),$O(n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1967.0,Nordbeck and Rystedt (Orientation),$O(n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1978.0,Salomon (Swath Method),$O(n \log n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1985.0,Preparata and Shamos (Wedge),$O(n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1985.0,Preparata and Shamos (Intersection sum of angle),$O(n)$,n,edges,edges in the graph,True,kept
Point-in-polygon,Point-in-Polygon,(general),serial,1987.0,Saalfeld (Sign of offset),$O(n)$,n,edges,edges in the graph,True,kept
Poisson Problem,2-Dimensional Poisson Problem,2-dimensional poisson problem,parallel,1973.0,Buzbee [MD],$O(n^3)$,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,2-Dimensional Poisson Problem,2-dimensional poisson problem,parallel,1976.0,"Sameh, Chen, Kuck",$O(n^2 \log n)$,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,2-Dimensional Poisson Problem,2-dimensional poisson problem,parallel,1977.0,Multigrid,$O(n^2)$,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,2-Dimensional Poisson Problem,2-dimensional poisson problem,parallel,1984.0,Vatjersic,$O(n^2 \log n)$,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,3-Dimensional Poisson Problem,3-dimensional poisson problem,parallel,2001.0,"Giraud, Guivarch, Stein",$O(n^3 \log n)$ ?,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,2-Dimensional Poisson Problem,2-dimensional poisson problem,parallel,2011.0,"Xu, Wang [FDPI]",$O(n^3)$,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,3-Dimensional Poisson Problem,3-dimensional poisson problem,parallel,2011.0,"Budiardja, Cardall",$O(n^3 \log n)$,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,3-Dimensional Poisson Problem,3-dimensional poisson problem,parallel,2012.0,"Zhao Ning, Wang XuBen",$O(n^4 \log n)$,n,matrix_dim,matrix dimension,True,kept
Poisson Problem,2-Dimensional Poisson Problem,2-dimensional poisson problem,parallel,2015.0,Chen,$O(n^2 \log n)$ ?,n,matrix_dim,matrix dimension,True,kept
